item_url,basket_price,item_price,detectedDuplicate,timestamp,remoteHost,pageViewId,sessionId,detectedCorruption,partyId,location,eventType,item_id,referer,userAgentName,firstInSession
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,7183,False,1552489565.621011,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,11579,False,1552489565.622689,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12407,False,1552489565.623002,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/women-s-t-shirt-purity/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,9544,False,1552489565.623467,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,6985,False,1552489565.624504,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,7355,False,1552489565.629962,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,5069,False,1552489565.635656,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12400,False,1552489565.635895,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12594,False,1552489565.638403,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/women-s-t-shirt-purity/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,8320,False,1552489565.638718,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/women-s-t-shirt-purity/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,7276,False,1552489565.639706,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,9439,False,1552489565.64689,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/women-s-t-shirt-purity/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,8024,False,1552489565.64718,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,14737,False,1552489565.64747,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,1590,False,1552489565.648698,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/dress-spring-ease/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,13577,False,1552489565.650547,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,975,False,1552489565.653941,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12557,False,1552489565.654291,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/dress-spring-ease/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,13431,False,1552489565.660394,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,3791,False,1552489565.661829,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/women-s-t-shirt-purity/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12670,False,1552489565.661974,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,4925,False,1552489565.662133,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/dress-spring-ease/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,620,False,1552489565.663352,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,13806,False,1552489565.665128,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,7908,False,1552489565.666599,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,7094,False,1552489565.66694,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,6979,False,1552489565.668259,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12918,False,1552489565.669062,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/dress-spring-ease/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,4840,False,1552489565.670308,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/dress-spring-ease/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,426,False,1552489565.672321,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,13681,False,1552489565.673839,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,14810,False,1552489565.674607,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,14323,False,1552489565.675742,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/women-s-t-shirt-purity/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,10056,False,1552489565.676872,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,13038,False,1552489565.678494,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,9487,False,1552489565.679009,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/t-shirts/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,3848,False,1552489565.680144,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnubc8jm:RzrrZBYYPdIxEWlxp9N9F8Jp6wtr34iM,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/item/slippers-pink-paradise/,TEST_UserAgentName,True
https://b24-d2wt09.bitrix24.shop/katalog/item/t-shirt-mens-purity/,,12876,False,1552489565.681432,test0,0:PvFIq25Zl1esub4LGUQ75xAuoYH0XAlj,0:jnvbxoc9:yREvvIgI5Da2_4XFjE1Q6E90j_iAb8n4,False,0:jmz8xo3z:BvkQdVYMXSAUTS42oNOW8Yg7kSdkkdHl,https://b24-d2wt09.bitrix24.shop/,itemViewEvent,bx_40480796_7_52eccb44ded0bb34f72b273e9a62ef02,https://b24-d2wt09.bitrix24.shop/katalog/clothes/shoes/,TEST_UserAgentName,True
